BRANCHCODE;BRANCHINFO;INSTITUTIONNAME;PHYSICALADDRESS;COUNTRYNAME;SWIFTCODE;CITYNAME
631037;BFN NORTH GROWTH;ABSA BANK LIMITED;3RD FLOOR, ABSA FORUM BUILDING;SOUTH AFRICA;ABSAZAJJ;BFN NORTH GROWTH
631048;LICHTENBURG SME;ABSA BANK LIMITED;ABSA BUILDING;SOUTH AFRICA;ABSAZAJJ;LICHTENBURG SME
631050;PALEDI;ABSA BANK LIMITED;GROUND FLOOR R71 ROAD;SOUTH AFRICA;ABSAZAJJ;PALEDI
631049;DURBAN N1 GROWTH;ABSA BANK LIMITED;4TH FLOOR, UMHLANGA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;DURBAN N1 GROWTH
631035;BFN SOUTH SME;ABSA BANK LIMITED;1ST FLOOR, ABSA FORUM BUILDING;SOUTH AFRICA;ABSAZAJJ;BFN SOUTH SME
631036;BFN SOUTH GROWTH;ABSA BANK LIMITED;1ST FLOOR, ABSA FORUM BUILDING;SOUTH AFRICA;ABSAZAJJ;BFN SOUTH GROWTH
631041;KBY NORTH SME;ABSA BANK LIMITED;3RD FLOOR, ABSA BUILDING;SOUTH AFRICA;ABSAZAJJ;KBY NORTH SME
631042;KBY SOUTH SME;ABSA BANK LIMITED;3RD FLOOR;SOUTH AFRICA;ABSAZAJJ;KBY SOUTH SME
631040;KBY SOUTH GROWTH;ABSA BANK LIMITED;3RD FLOOR, ABSA BUILDING;SOUTH AFRICA;ABSAZAJJ;KBY SOUTH GROWTH
631043;UPINGTON SME;ABSA BANK LIMITED;GROUND FLOOR, ABSA BUILDING;SOUTH AFRICA;ABSAZAJJ;UPINGTON SME
631038;BFN CITY GROWTH;ABSA BANK LIMITED;1ST FLOOR, ABSA FORUM BUILDING;SOUTH AFRICA;ABSAZAJJ;BFN CITY GROWTH
631045;PRETORIA BUSINESS CENTRE;ABSA BANK LIMITED;CNR VAN DER WALT & PRETORUIS STS 34TH FLOOR;SOUTH AFRICA;ABSAZAJJ;PRETORIA BUSINESS CENTRE
631044;KLERKSDORP 2 PREMIUM;ABSA BANK LIMITED;3RD FLOOR;SOUTH AFRICA;ABSAZAJJ;KLERKSDORP 2 PREMIUM
631039;UPINGTON GROWTH;ABSA BANK LIMITED;ABSA BUILDING;SOUTH AFRICA;ABSAZAJJ;UPINGTON GROWTH
631059;PMB 2 PUBLIC SECTOR;ABSA BANK LIMITED;4TH FLOOR, UMHLANGA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;PMB 2 PUBLIC SECTOR
631060;HIGHVELD 1 GROWTH;ABSA BANK LIMITED;1ST FLOOR, ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;HIGHVELD 1 GROWTH
631058;PMB GROWTH;ABSA BANK LIMITED;4TH FLOOR, UMHLANGA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;PMB GROWTH
631063;HIGHVELD 3 PREMIUM;ABSA BANK LIMITED;1ST FLOOR, ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;HIGHVELD 3 PREMIUM
631061;HIGHVELD 2 PREMIUM;ABSA BANK LIMITED;1ST FLOOR, ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;HIGHVELD 2 PREMIUM
631057;ASSET PROCESSING BLOEMFONTEIN;ABSA BANK LIMITED;5TH FL UNITED BUILDING;SOUTH AFRICA;ABSAZAJJ;ASSET PROCESSING BLOEMFONTEIN
631062;HIGHVELD 3 GROWTH;ABSA BANK LIMITED;1ST FLOOR, ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;HIGHVELD 3 GROWTH
631053;ZULULAND PUBLIC SECTOR;ABSA BANK LIMITED;4TH FLOOR, UMHLANGA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;ZULULAND PUBLIC SECTOR
631066;LOWVELD 2 GROWTH;ABSA BANK LIMITED;1ST FLOOR, ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;LOWVELD 2 GROWTH
631064;HIGHVELD 4 PREMIUM;ABSA BANK LIMITED;1ST FLOOR, ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;HIGHVELD 4 PREMIUM
631065;LOWFELD 1 PREMIUM;ABSA BANK LIMITED;1ST FLOOR, ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;LOWFELD 1 PREMIUM
631051;NZHELELE MICRO;ABSA BANK LIMITED;SHOP 14 MZHELELE VALLEY;SOUTH AFRICA;ABSAZAJJ;NZHELELE MICRO
631052;HVC CAPE REGION;ABSA BANK LIMITED;ABSA REGIONAL OFFICE EAST;SOUTH AFRICA;ABSAZAJJ;HVC CAPE REGION
631093;SOMERSET WEST GROWTH;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;SOMERSET WEST GROWTH
631001;ABCORP GAUTENG RBB;ABSA BANK LIMITED;4TH FLOOR ABSA TOWERS WEST;SOUTH AFRICA;ABSAZAJJ;ABCORP GAUTENG RBB
631030;KLERKSDORP 1 SME;ABSA BANK LIMITED;3RD FLOOR;SOUTH AFRICA;ABSAZAJJ;KLERKSDORP 1 SME
631032;VRYBURG SME;ABSA BANK LIMITED;GROUND FLOOR;SOUTH AFRICA;ABSAZAJJ;VRYBURG SME
631031;KLERKDORP 2 SME;ABSA BANK LIMITED;3RD FLOOR;SOUTH AFRICA;ABSAZAJJ;KLERKDORP 2 SME
631024;BRUMA 1 GROWTH;ABSA BANK LIMITED;1ST FLOOR, EASTGATE OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;BRUMA 1 GROWTH
631023;BRUMA 2 PREMIUM;ABSA BANK LIMITED;1ST FLOOR, EASGATE OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;BRUMA 2 PREMIUM
631009;CENTURY CITY MINI BRANCH;ABSA BANK LIMITED;SHOP 627 , CENTURY CITY;SOUTH AFRICA;ABSAZAJJ;CENTURY CITY MINI BRANCH
631026;BRANCH TO CLOSE;ABSA BANK LIMITED;TRANSFER TO 632005;SOUTH AFRICA;ABSAZAJJ;BRANCH TO CLOSE
631025;BOKSBURG 2 PREMIUM;ABSA BANK LIMITED;1ST FLOOR, EASTGATE OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;BOKSBURG 2 PREMIUM
631005;SANDTON                   8055;ABSA BANK LIMITED;LEVEL 5;SOUTH AFRICA;ABSAZAJJ;SANDTON                   8055
631034;NORTHERN FS SME;ABSA BANK LIMITED;CROSS STREET;SOUTH AFRICA;ABSAZAJJ;NORTHERN FS SME
631027;MANAGEMENT;ABSA BANK LIMITED;180 COMMISSIONER STREET;SOUTH AFRICA;ABSAZAJJ;MANAGEMENT
631029;POTCHEFSTROOM SME;ABSA BANK LIMITED;ABSA MOOIRIVIER MALL;SOUTH AFRICA;ABSAZAJJ;POTCHEFSTROOM SME
631028;VRYBURG GROWTH;ABSA BANK LIMITED;1ST FLOOR ABSA BUILDING;SOUTH AFRICA;ABSAZAJJ;VRYBURG GROWTH
631033;RUSTENBURG 2 SME;ABSA BANK LIMITED;CNR B NAUDE &N MANDELA DRIVE;SOUTH AFRICA;ABSAZAJJ;RUSTENBURG 2 SME
631012;TSHWANE NORTH 2 GROWTH;ABSA BANK LIMITED;1ST FLOOR, HILLCREST OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;TSHWANE NORTH 2 GROWTH
631015;SANDTON 2 PREMIUM;ABSA BANK LIMITED;SANDTON SOUTH CAMPUS;SOUTH AFRICA;ABSAZAJJ;SANDTON 2 PREMIUM
631013;POLOKWANE 1 PREMIUM;ABSA BANK LIMITED;2ND FLOOR, ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;POLOKWANE 1 PREMIUM
631014;POLOKWANE 2 GROWTH;ABSA BANK LIMITED;2ND FLOOR;SOUTH AFRICA;ABSAZAJJ;POLOKWANE 2 GROWTH
631010;ABSA PRIVATE BANK FAMILY OFFIC;ABSA BANK LIMITED;BELVEDERE OFFICE PARK CNR BELLA ROSA & PASISTA;SOUTH AFRICA;ABSAZAJJ;ABSA PRIVATE BANK FAMILY OFFIC
631011;LIMPOPO EAST PREMIUM;ABSA BANK LIMITED;2ND FLOOR, ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;LIMPOPO EAST PREMIUM
631002;CENTURION 1 PREMIUM;ABSA BANK LIMITED;1ST FLOOR, HILLCREST OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;CENTURION 1 PREMIUM
631016;LIMPOPO CENTRAL GROWTH;ABSA BANK LIMITED;2ND FLOOR;SOUTH AFRICA;ABSAZAJJ;LIMPOPO CENTRAL GROWTH
631017;ASSET PROCESSING P.E.;ABSA BANK LIMITED;2ND FL PORT UNITED BLD 51 GOVAN MBEKI;SOUTH AFRICA;ABSAZAJJ;ASSET PROCESSING P.E.
631004;MENLYN 1 PREMIUM;ABSA BANK LIMITED;1ST FLOOR, HILLCREST OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;MENLYN 1 PREMIUM
631020;MEYERSDAL 2 PREMIUM;ABSA BANK LIMITED;1ST FLOOR, EASTGATE OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;MEYERSDAL 2 PREMIUM
631018;BOKSBURG 1 PREMIUM;ABSA BANK LIMITED;1ST FLOOR, EASTGATE OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;BOKSBURG 1 PREMIUM
631019;SANDTON 3 PREMIUM;ABSA BANK LIMITED;SANDTON SOUTH CAMPUS;SOUTH AFRICA;ABSAZAJJ;SANDTON 3 PREMIUM
631003;GAUTENG NORTH PS;ABSA BANK LIMITED;1ST FLOOR, HILLCREST OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;GAUTENG NORTH PS
631008;THSWANE NORTH 1 PREMIUM;ABSA BANK LIMITED;1ST FLOOR, HILLCREST OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;THSWANE NORTH 1 PREMIUM
631021;MEYERDAL 1 PREMIUM;ABSA BANK LIMITED;1ST FLOOR, EASTGATE OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;MEYERDAL 1 PREMIUM
631022;KEMPTON 2 PREMIUM;ABSA BANK LIMITED;1ST FLOOR, EASTGATE OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;KEMPTON 2 PREMIUM
631006;MENLYN 2 GROWTH;ABSA BANK LIMITED;1ST FLOOR, HILLCREST OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;MENLYN 2 GROWTH
631007;THSWANE CENTRAL PREMIUM;ABSA BANK LIMITED;1ST FLOOR, HILLCREST OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;THSWANE CENTRAL PREMIUM
631095;SOUTHERN CAPE GROWTH;ABSA BANK LIMITED;2ND FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;SOUTHERN CAPE GROWTH
631073;FOURWAYS PREMUIM;ABSA BANK LIMITED;GROUND FLOOR;SOUTH AFRICA;ABSAZAJJ;FOURWAYS PREMUIM
631075;MIDRAND PREMIUM;ABSA BANK LIMITED;1ST FLOOR HILLCREST OFFICEPARK;SOUTH AFRICA;ABSAZAJJ;MIDRAND PREMIUM
631074;BRITS SME;ABSA BANK LIMITED;2ND FLOOR ABSA BUILDING;SOUTH AFRICA;ABSAZAJJ;BRITS SME
631097;MIDLANDS PREMIUM;ABSA BANK LIMITED;2ND FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;MIDLANDS PREMIUM
631099;BLAAUBERG PREMIUM;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;BLAAUBERG PREMIUM
631098;PENINSULA PREMIUM;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;PENINSULA PREMIUM
631096;E LONDON PREMIUM;ABSA BANK LIMITED;2ND FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;E LONDON PREMIUM
631072;PAARL PREMIUM;ABSA BANK LIMITED;GROUND FLOOR ABSA BUILDING;SOUTH AFRICA;ABSAZAJJ;PAARL PREMIUM
631083;CLAREMONT PREMIUM;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;CLAREMONT PREMIUM
631085;UITENHAGE GROWTH;ABSA BANK LIMITED;2ND FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;UITENHAGE GROWTH
631084;EASTERN FS SME;ABSA BANK LIMITED;ABSA BUILDING;SOUTH AFRICA;ABSAZAJJ;EASTERN FS SME
631070;KZN HIGH VALUE;ABSA BANK LIMITED;4TH FLOOR, UMHLANGA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;KZN HIGH VALUE
631078;PE PREMIUM;ABSA BANK LIMITED;2ND FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;PE PREMIUM
631076;K KAROO PREMIUM;ABSA BANK LIMITED;2ND FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;K KAROO PREMIUM
631077;O R TAMBO PREMIUM;ABSA BANK LIMITED;2ND FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;O R TAMBO PREMIUM
631079;UITENHAGE PREMIUM;ABSA BANK LIMITED;2ND FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;UITENHAGE PREMIUM
631071;WCS PREMIUM;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;WCS PREMIUM
631088;ATL SEABOARD GROWTH;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;ATL SEABOARD GROWTH
631086;MTHATA PREMIUM;ABSA BANK LIMITED;2ND FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;MTHATA PREMIUM
631087;AGRI GROWTH;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;AGRI GROWTH
631107;BELLVILLE PREMIUM;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;BELLVILLE PREMIUM
631152;NW SALES HUB;ABSA BANK LIMITED;GROUND FLOOR ABSA BUILDING;SOUTH AFRICA;ABSAZAJJ;NW SALES HUB
631165;WC EXTERNAL SALES HUNTING;ABSA BANK LIMITED;GROUND FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;WC EXTERNAL SALES HUNTING
631164;NAMAKGATLE CROSSING;ABSA BANK LIMITED;GROUND FLOOR SHOP 6-7;SOUTH AFRICA;ABSAZAJJ;NAMAKGATLE CROSSING
631151;EC SALES HUB;ABSA BANK LIMITED;GROUND FLOOR ABSA MOFFET OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;EC SALES HUB
631157;ASSET PROCESSING KIMBERLEY;ABSA BANK LIMITED;4TH FL ABSA BUILDING 80 BULTFONTEIN ROAD;SOUTH AFRICA;ABSAZAJJ;ASSET PROCESSING KIMBERLEY
631158;LP SALES HUB;ABSA BANK LIMITED;SECOND FLOOR ABSA TZANEEN MAIN;SOUTH AFRICA;ABSAZAJJ;LP SALES HUB
631162;GS SALES HUB;ABSA BANK LIMITED;SECOND FLOOR ABSA SOUTH CAMPUS;SOUTH AFRICA;ABSAZAJJ;GS SALES HUB
631160;WC SALES HUB;ABSA BANK LIMITED;FIRST FLOOR BRIDGE PARK EAST BUILD;SOUTH AFRICA;ABSAZAJJ;WC SALES HUB
631159;MP SALES HUB;ABSA BANK LIMITED;SECOND FLOOR ABSA SQUARE;SOUTH AFRICA;ABSAZAJJ;MP SALES HUB
631161;GN SALES HUB;ABSA BANK LIMITED;SECOND FLOOR ABSA HILLCREST OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;GN SALES HUB
631163;KZN SALES HUB;ABSA BANK LIMITED;FOURTH FLOOR ABSA REGIONAL OFFICES;SOUTH AFRICA;ABSAZAJJ;KZN SALES HUB
631139;BARA SQUARE;ABSA BANK LIMITED;GROUND FLOOR BARA SQUARE;SOUTH AFRICA;ABSAZAJJ;BARA SQUARE
631138;BRANCH ON THE MOVE U1 GP;ABSA BANK LIMITED;SECOND FLOOR;SOUTH AFRICA;ABSAZAJJ;BRANCH ON THE MOVE U1 GP
631142;ALBERTON                  8083;ABSA BANK LIMITED;UNITED BLDG,24 VOORTREKKER STREET;SOUTH AFRICA;ABSAZAJJ;ALBERTON                  8083
631140;EC EXTERNAL SALES HUNTING;ABSA BANK LIMITED;GROUND FLOOR ABSA MOFFET OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;EC EXTERNAL SALES HUNTING
631141;GN EXTERNAL SALES HUNTING;ABSA BANK LIMITED;SECOND FLOOR ABSA HILLCREST OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;GN EXTERNAL SALES HUNTING
631144;KZN EXTERNAL SALES HUNTING;ABSA BANK LIMITED;FOURTH FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;KZN EXTERNAL SALES HUNTING
631136;BRANCH ON THE MOVE U6 WC;ABSA BANK LIMITED;SECOND FLOOR;SOUTH AFRICA;ABSAZAJJ;BRANCH ON THE MOVE U6 WC
631145;ABSA PRIVATE BANK PRETORIA;ABSA BANK LIMITED;BLOCK D. GROUND FLOOR BROOKLUN GARDENS;SOUTH AFRICA;ABSAZAJJ;ABSA PRIVATE BANK PRETORIA
631143;GS EXTERNAL SALES HUNTING;ABSA BANK LIMITED;SECOND FLOOR ABSA SOUTH CAMPUS;SOUTH AFRICA;ABSAZAJJ;GS EXTERNAL SALES HUNTING
631135;BRANCH ON THE MOVE U5 WC;ABSA BANK LIMITED;SECOND FLOOR;SOUTH AFRICA;ABSAZAJJ;BRANCH ON THE MOVE U5 WC
631149;NC EXTERNAL SALES HUNTING;ABSA BANK LIMITED;SECOND FLOOR ABSA BUILDING;SOUTH AFRICA;ABSAZAJJ;NC EXTERNAL SALES HUNTING
631137;BRANCH ON THE MOVE U7 CEN;ABSA BANK LIMITED;FIRST FLOOR;SOUTH AFRICA;ABSAZAJJ;BRANCH ON THE MOVE U7 CEN
631150;NW EXTERNAL SALES HUNTING;ABSA BANK LIMITED;GROUND FLOOR ABSA BUILDING;SOUTH AFRICA;ABSAZAJJ;NW EXTERNAL SALES HUNTING
631148;FS EXTERNAL SALES HUNTING;ABSA BANK LIMITED;GROUND FLOOR ABSA FORUM BUILDING;SOUTH AFRICA;ABSAZAJJ;FS EXTERNAL SALES HUNTING
631155;ABSA FINANCE PRIVASSURED P/FND;ABSA BANK LIMITED;3RD FLOOR ABSA TOWERS EAST . 170 MAIN ST.;SOUTH AFRICA;ABSAZAJJ;ABSA FINANCE PRIVASSURED P/FND
631153;NC SALES HUB;ABSA BANK LIMITED;SECOND FLOOR ABSA BUILDING;SOUTH AFRICA;ABSAZAJJ;NC SALES HUB
631154;FS SALES HUB;ABSA BANK LIMITED;GROUND FLOOR ABSA FORUM BUILDING;SOUTH AFRICA;ABSAZAJJ;FS SALES HUB
631156;BUSINESS BANK KEMPTON PARK;ABSA BANK LIMITED;7 WOLF STREET;SOUTH AFRICA;ABSAZAJJ;BUSINESS BANK KEMPTON PARK
631146;LP EXTERNAL SALES HUNTING;ABSA BANK LIMITED;SECOND FLOOR ABSA TZANEEN MAIN BRANCH;SOUTH AFRICA;ABSAZAJJ;LP EXTERNAL SALES HUNTING
631147;MP EXTERNAL SALES HUNTING;ABSA BANK LIMITED;SECOND FLOOR ABSA SQUARE;SOUTH AFRICA;ABSAZAJJ;MP EXTERNAL SALES HUNTING
631122;FLAGSTAFF KM;ABSA BANK LIMITED;1ST FLOOR, FLAGSTAFF BUILDING;SOUTH AFRICA;ABSAZAJJ;FLAGSTAFF KM
631121;VC CENTRAL;ABSA BANK LIMITED;BLOCK A ABSA BRANCH;SOUTH AFRICA;ABSAZAJJ;VC CENTRAL
631106;ATLANTIC SB PREMIUM;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;ATLANTIC SB PREMIUM
631108;SANTYGER PREMIUM;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;SANTYGER PREMIUM
631103;OVERBERG PREMIUM;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;OVERBERG PREMIUM
631125;STEELPOORT;ABSA BANK LIMITED;GROUND FLOOR STEELPOORT SHOPPING CENTRE;SOUTH AFRICA;ABSAZAJJ;STEELPOORT
631126;HILLCREST;ABSA BANK LIMITED;CHRISTIANS CENTRE BLOCK 5 SHOP 1;SOUTH AFRICA;ABSAZAJJ;HILLCREST
631102;W COAST PREMIUM;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;W COAST PREMIUM
631119;MIDDELBURG KM;ABSA BANK LIMITED;GROUND FLOOR;SOUTH AFRICA;ABSAZAJJ;MIDDELBURG KM
631118;MIDWAY CROSSING;ABSA BANK LIMITED;GF S/US35 MIDWAY CROSSING MALL;SOUTH AFRICA;ABSAZAJJ;MIDWAY CROSSING
631120;TONGA MALL;ABSA BANK LIMITED;TONGA MALL;SOUTH AFRICA;ABSAZAJJ;TONGA MALL
631123;KAGISO MALL;ABSA BANK LIMITED;GROUND FLOOR SHOP 43 KAGISO MALL;SOUTH AFRICA;ABSAZAJJ;KAGISO MALL
631117;FOREIGN NOTES DIST CENTRE PE;ABSA BANK LIMITED;IVOR BENN CLOSE NO.1;SOUTH AFRICA;ABSAZAJJ;FOREIGN NOTES DIST CENTRE PE
631116;RENBRO HAMMANSKRAAL;ABSA BANK LIMITED;RENBRO HAMMANSKRAAL;SOUTH AFRICA;ABSAZAJJ;RENBRO HAMMANSKRAAL
631124;DWARSLOOP MALL;ABSA BANK LIMITED;GROUND FLOOR DWARSLOOP MALL;SOUTH AFRICA;ABSAZAJJ;DWARSLOOP MALL
631111;CLAYVILLE;ABSA BANK LIMITED;GROUND FLOOR TEMBISA MALL;SOUTH AFRICA;ABSAZAJJ;CLAYVILLE
631114;PHOLA MALL;ABSA BANK LIMITED;GROUND FLOOR;SOUTH AFRICA;ABSAZAJJ;PHOLA MALL
631113;SANDTON 1 GROWTH;ABSA BANK LIMITED;GROUND FLOOR;SOUTH AFRICA;ABSAZAJJ;SANDTON 1 GROWTH
631115;LOWVELD1 PREMIUM;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;LOWVELD1 PREMIUM
631110;ABSA FUND MANAGER;ABSA BANK LIMITED;ABSA SANDTON SOUTH;SOUTH AFRICA;ABSAZAJJ;ABSA FUND MANAGER
631112;RB SALESFORCE;ABSA BANK LIMITED;ABSA TOWERS WEST;SOUTH AFRICA;ABSAZAJJ;RB SALESFORCE
631101;CENTURY CITY GROWTH;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL TOWERS;SOUTH AFRICA;ABSAZAJJ;CENTURY CITY GROWTH
631133;BRANCH ON THE MOVE U3 GP;ABSA BANK LIMITED;SECOND FLOOR;SOUTH AFRICA;ABSAZAJJ;BRANCH ON THE MOVE U3 GP
631134;BRANCH ON THE MOVE U4 KZN;ABSA BANK LIMITED;GROUND FLOOR;SOUTH AFRICA;ABSAZAJJ;BRANCH ON THE MOVE U4 KZN
631132;BRANCH ON THE MOVE U2 KZN;ABSA BANK LIMITED;GROUND FLOOR;SOUTH AFRICA;ABSAZAJJ;BRANCH ON THE MOVE U2 KZN
631100;S/WEST PREMIUM;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;S/WEST PREMIUM
631128;DIEPKLOOF SQUARE;ABSA BANK LIMITED;GROUND FLOOR DIEPKLOOF SQUARE;SOUTH AFRICA;ABSAZAJJ;DIEPKLOOF SQUARE
631129;MODJADJI PLAZA;ABSA BANK LIMITED;SHOP 20 - 24 MODJADJI PLAZA;SOUTH AFRICA;ABSAZAJJ;MODJADJI PLAZA
631127;RANDBURG SQUARE;ABSA BANK LIMITED;SHOP 547A LEVEL 5 RANDBURG SQUARE;SOUTH AFRICA;ABSAZAJJ;RANDBURG SQUARE
631105;BRANCH TO CLOSE;ABSA BANK LIMITED;TRANSFER TO 632005;SOUTH AFRICA;ABSAZAJJ;BRANCH TO CLOSE
631109;QUEENSTOWN GROWTH;ABSA BANK LIMITED;2ND FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;QUEENSTOWN GROWTH
631104;BREEDERIVIER PREMUIM;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;BREEDERIVIER PREMUIM
631131;CIRCUS TRIANGLE;ABSA BANK LIMITED;GROUND FLOOR 60 SUTHERLAND STREET;SOUTH AFRICA;ABSAZAJJ;CIRCUS TRIANGLE
631130;PIER 14 EC;ABSA BANK LIMITED;GROUND FLOOR ABSA BRANCH;SOUTH AFRICA;ABSAZAJJ;PIER 14 EC
631205;EASTGATE;ABSA BANK LIMITED;SHOP L34A EASTGATE CENTRE;SOUTH AFRICA;ABSAZAJJ;EASTGATE
631256;BUSINESS BANK MARKET STREET;ABSA BANK LIMITED;160 JAN SMUTS AVENUE;SOUTH AFRICA;ABSAZAJJ;BUSINESS BANK MARKET STREET
631255;ABSA FINANCE VOEWSITE DEV;ABSA BANK LIMITED;3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST.;SOUTH AFRICA;ABSAZAJJ;ABSA FINANCE VOEWSITE DEV
631245;MONUMENT PARK;ABSA BANK LIMITED;SHOP 12 MONUMENT PARK CENTRE;SOUTH AFRICA;ABSAZAJJ;MONUMENT PARK
631242;JHB INTERNATIONAL MEZZANINE;ABSA BANK LIMITED;VOLKSKAS GEBOU,5-7 WOLF STREET;SOUTH AFRICA;ABSAZAJJ;JHB INTERNATIONAL MEZZANINE
631209;TOKAI;ABSA BANK LIMITED;SHOP 106 BLUE ROUTE CENT;SOUTH AFRICA;ABSAZAJJ;TOKAI
631226;PAVILION,WESTVILLE;ABSA BANK LIMITED;SHOP 241,PAVILION CENTRE;SOUTH AFRICA;ABSAZAJJ;PAVILION,WESTVILLE
631326;BLUFF PICK N' PAY CENTRE;ABSA BANK LIMITED;SHOP 36 PICK N PAY CENTRE;SOUTH AFRICA;ABSAZAJJ;BLUFF PICK N' PAY CENTRE
631342;CAERARS MINI BRANCH;ABSA BANK LIMITED;CAESARS CASINO MAIN BLDG SHOP 22,64 JOAN ROAD;SOUTH AFRICA;ABSAZAJJ;CAERARS MINI BRANCH
631345;CASTLE WALK MINI BRANCH;ABSA BANK LIMITED;CASTLE WALK CENTRE SHOP 30 C/O LOIS & NOSSOB S;SOUTH AFRICA;ABSAZAJJ;CASTLE WALK MINI BRANCH
631355;ABSA FINANCE KEMPTON PARK IND;ABSA BANK LIMITED;3RD FLOOR ABSA TOWERS EAST . 170 MAIN ST.;SOUTH AFRICA;ABSAZAJJ;ABSA FINANCE KEMPTON PARK IND
631356;BUSINESS BANK ELOFF STREET;ABSA BANK LIMITED;34 BOOYSENS ROAD;SOUTH AFRICA;ABSAZAJJ;BUSINESS BANK ELOFF STREET
